key,requirements
tosl,Patent - Rights Impairment
tosl,Warranty Disclaimer
tosl,GPL Compatible
ttf2pt1,License Text in Source
ttf2pt1,License Text in Documentation
ttf2pt1,Usage Notice in Advertisement
ttf2pt1,Warranty Disclaimer
twisted-snmp,License Text in Source
twisted-snmp,License Text in Documentation
twisted-snmp,No Use in Endorsements
twisted-snmp,Prohibited in Aircraft
twisted-snmp,Prohibited in Medical
twisted-snmp,Prohibited in Nuclear
twisted-snmp,Warranty Disclaimer
txl-10.5,License Text in Source
txl-10.5,License Text in Documentation
txl-10.5,Usage Notice in Documentation
txl-10.5,Restricted Modifications
txl-10.5,No License Change
txl-10.5,Warranty Disclaimer
unbuntu-font-1.0,License Text in Source
unbuntu-font-1.0,License Text in Documentation
unbuntu-font-1.0,No Use in Endorsements
unbuntu-font-1.0,Name Restriction
unbuntu-font-1.0,No License Change
unbuntu-font-1.0,Warranty Disclaimer
unbuntu-font-1.0,GPL Compatible
unicode,License Text in Source
unicode,License Text in Documentation
unicode,Usage Notice in Documentation
unicode,No Use in Endorsements
unicode,Change Tracking in Source
unicode,Warranty Disclaimer
unicode,GPL Compatible
unicode-mappings,License Text in Source
unicode-mappings,Warranty Disclaimer
unicode-mappings,GPL Compatible
unicode-tou,License Text in Source
unicode-tou,Restricted Redistribution
unicode-tou,Restricted Modifications
unicode-tou,No License Change
unicode-tou,Specification Constraints
unicode-tou,Warranty Disclaimer
upl-1.0,License Text in Source
upl-1.0,Patent - Rights Impairment
upl-1.0,Warranty Disclaimer
upl-1.0,Patent - Grant
upl-1.0,GPL Compatible
ubc,License Text in Source
ubc,Change Tracking in Source
ubc,Warranty Disclaimer
ubc,GPL Compatible
uoi-ncsa,License Text in Source
uoi-ncsa,License Text in Documentation
uoi-ncsa,No Use in Endorsements
uoi-ncsa,Warranty Disclaimer
uoi-ncsa,GPL Compatible
michigan-disclaimer,License Text in Source
michigan-disclaimer,License Text in Documentation
michigan-disclaimer,No Use in Endorsements
michigan-disclaimer,Warranty Disclaimer
michigan-disclaimer,GPL Compatible
notre-dame,License Text in Source
notre-dame,Change Tracking in Source
notre-dame,Warranty Disclaimer
notre-dame,GPL Compatible
uofu-rfpl,License Text in Source
uofu-rfpl,License Text in Documentation
uofu-rfpl,Non-Commercial Use Only
uofu-rfpl,Restricted Redistribution
uofu-rfpl,No License Change
uofu-rfpl,Warranty Disclaimer
free-fork,License Text in Source
free-fork,License Text in Documentation
free-fork,No Use in Endorsements
free-fork,Source Redistribution
free-fork,Change Tracking in Source
free-fork,Name Restriction
free-fork,Patent - Rights Impairment
free-fork,Warranty Disclaimer
free-fork,GPL Compatible
unpbook,License Text in Source
unpbook,Change Tracking in Source
unpbook,Warranty Disclaimer
unpbook,GPL Compatible
unlicense,Warranty Disclaimer
unlicense,GPL Compatible
3pp-proprietary-05,License Text in Source
3pp-proprietary-05,Restricted Redistribution
3pp-proprietary-02,Restricted Redistribution
3pp-proprietary-02,Export Controls
unrar,License Text in Source
unrar,License Text in Documentation
unrar,Restricted Modifications
unrar,Warranty Disclaimer
3pp-proprietary-04,License Text in Source
3pp-proprietary-04,Restricted Redistribution
3pp-proprietary-04,Export Controls
vbAccelerator,License Text in Source
vbAccelerator,Name Restriction
vbAccelerator,Restricted Redistribution
vcalendar,License Text in Source
vcalendar,License Text in Documentation
vcalendar,Warranty Disclaimer
vcalendar,GPL Compatible
3pp-proprietary-03,Restricted Redistribution
3pp-proprietary-03,Export Controls
verisign,License Text in Source
verisign,License Text in Documentation
verisign,Warranty Disclaimer
vic-metcalfe-pd,GPL Compatible
vicomsoft-software,Restricted Redistribution
vicomsoft-software,Restricted Modifications
vicomsoft-software,No License Change
vicomsoft-software,Warranty Disclaimer
vim,License Text in Source
vim,License Text in Documentation
vim,Source Redistribution
vim,Change Tracking in Source
vim,Patent - Rights Impairment
vim,GPL Compatible
vitesse-prop,License Text in Source
vitesse-prop,Platform Deployment Restriction
vitesse-prop,Restricted Redistribution
vitesse-prop,Warranty Disclaimer
vixie-cron,License Text in Source
vixie-cron,Change Tracking in Source
vixie-cron,Warranty Disclaimer
vixie-cron,GPL Compatible
vnc-viewer-ios,Restricted Redistribution
vnc-viewer-ios,Restricted Modifications
vnc-viewer-ios,No License Change
vnc-viewer-ios,Export Controls
vostrom,License Text in Source
vostrom,License Text in Documentation
vostrom,Source Redistribution
vostrom,Change Tracking in Source
vostrom,Patent - Rights Impairment
vostrom,Warranty Disclaimer
vostrom,GPL Compatible
vsl-1.0,License Text in Source
vsl-1.0,License Text in Documentation
vsl-1.0,Usage Notice in Documentation
vsl-1.0,No Use in Endorsements
vsl-1.0,Name Restriction
vsl-1.0,Warranty Disclaimer
vs10x-code-map,Restricted Modifications
vs10x-code-map,No License Change
vs10x-code-map,Warranty Disclaimer
vuforia-2013-07-29,Restricted Redistribution
vuforia-2013-07-29,Restricted Modifications
vuforia-2013-07-29,No License Change
vuforia-2013-07-29,Export Controls
vuforia-2013-07-29,Warranty Disclaimer
w3c-docs-20021231,License Text in Source
w3c-docs-20021231,License Text in Documentation
w3c-docs-20021231,No Use in Endorsements
w3c-docs-20021231,Special Attribution Obligation
w3c-docs-20021231,Restricted Modifications
w3c-docs-20021231,Warranty Disclaimer
w3c-docs-19990405,License Text in Source
w3c-docs-19990405,License Text in Documentation
w3c-docs-19990405,No Use in Endorsements
w3c-docs-19990405,Special Attribution Obligation
w3c-docs-19990405,Restricted Modifications
w3c-docs-19990405,Warranty Disclaimer
w3c-documentation,License Text in Source
w3c-documentation,License Text in Documentation
w3c-documentation,No Use in Endorsements
w3c-documentation,Special Attribution Obligation
w3c-documentation,Restricted Modifications
w3c-documentation,Warranty Disclaimer
w3c,License Text in Source
w3c,License Text in Documentation
w3c,No Use in Endorsements
w3c,Change Tracking in Source
w3c,Warranty Disclaimer
w3c,GPL Compatible
w3c-software-19980720,License Text in Source
w3c-software-19980720,License Text in Documentation
w3c-software-19980720,No Use in Endorsements
w3c-software-19980720,Change Tracking in Source
w3c-software-19980720,Change Tracking in Documentation
w3c-software-19980720,Warranty Disclaimer
w3c-software-19980720,GPL Compatible
waterfall-feed-parser,License Text in Source
waterfall-feed-parser,Warranty Disclaimer
westhawk,License Text in Source
westhawk,License Text in Documentation
westhawk,Warranty Disclaimer
westhawk,GPL Compatible
whistle,License Text in Source
whistle,License Text in Documentation
whistle,No Use in Endorsements
whistle,Warranty Disclaimer
whistle,GPL Compatible
wide-license,License Text in Source
wide-license,License Text in Documentation
wide-license,Usage Notice in Advertisement
wide-license,No Use in Endorsements
wide-license,Warranty Disclaimer
wide-license,GPL Compatible
william-alexander,License Text in Source
william-alexander,GPL Compatible
wingo,License Text in Source
wingo,No Use in Endorsements
wingo,Warranty Disclaimer
wingo,GPL Compatible
winzip-eula,Special Attribution Obligation
winzip-eula,Restricted Redistribution
winzip-eula,Restricted Modifications
winzip-eula,No License Change
winzip-eula,Export Controls
winzip-self-extractor,Restricted Redistribution
winzip-self-extractor,Restricted Modifications
winzip-self-extractor,No License Change
wrox-download,License Text in Source
wrox-download,Restricted Redistribution
wrox-download,Warranty Disclaimer
wrox,License Text in Source
wrox,License Text in Documentation
wrox,Warranty Disclaimer
wrox,GPL Compatible
ws-addressing-spec,License Text in Source
ws-addressing-spec,License Text in Documentation
ws-addressing-spec,No Use in Endorsements
ws-addressing-spec,Warranty Disclaimer
ws-addressing-spec,GPL Compatible
wsuipa,License Text in Source
wsuipa,Name Restriction
wsuipa,Warranty Disclaimer
wsuipa,GPL Compatible
wtfpl-1.0,GPL Compatible
wtfpl-2.0,GPL Compatible
wxwidgets,License Text in Source
wxwidgets,License Text in Documentation
wxwidgets,No Use in Endorsements
wxwidgets,Change Tracking in Source
wxwidgets,Warranty Disclaimer
wxwidgets,GPL Compatible
wxwindows,License Text in Source
wxwindows,License Text in Documentation
wxwindows,Usage Notice in Documentation
wxwindows,Source Redistribution
wxwindows,Change Tracking in Source
wxwindows,Patent - Rights Impairment
wxwindows,Warranty Disclaimer
wxwindows,GPL Compatible
wxwindows,Exceptions
wxwindows-r-3.0,License Text in Source
wxwindows-r-3.0,License Text in Documentation
wxwindows-r-3.0,Usage Notice in Documentation
wxwindows-r-3.0,Source Redistribution
wxwindows-r-3.0,Change Tracking in Source
wxwindows-r-3.0,Patent - Rights Impairment
wxwindows-r-3.0,Warranty Disclaimer
wxwindows-r-3.0,GPL Compatible
wxwindows-r-3.0,Exceptions
wxwindows-u-3.0,License Text in Source
wxwindows-u-3.0,License Text in Documentation
wxwindows-u-3.0,Warranty Disclaimer
wxwindows-u-3.0,GPL Compatible
x11,License Text in Source
x11,License Text in Documentation
x11,No Use in Endorsements
x11,Warranty Disclaimer
x11,GPL Compatible
x11-x11r5,License Text in Source
x11-x11r5,License Text in Documentation
x11-x11r5,No Use in Endorsements
x11-x11r5,Warranty Disclaimer
x11-x11r5,GPL Compatible
x11r5-authors,License Text in Source
x11r5-authors,License Text in Documentation
x11r5-authors,No Use in Endorsements
x11r5-authors,Warranty Disclaimer
x11r5-authors,GPL Compatible
x11-adobe,License Text in Source
x11-adobe,License Text in Documentation
x11-adobe,No Use in Endorsements
x11-adobe,Warranty Disclaimer
x11-adobe,GPL Compatible
x11-adobe-dec,License Text in Source
x11-adobe-dec,License Text in Documentation
x11-adobe-dec,No Use in Endorsements
x11-adobe-dec,Warranty Disclaimer
x11-adobe-dec,GPL Compatible
x11-bitstream,License Text in Source
x11-bitstream,License Text in Documentation
x11-bitstream,No Use in Endorsements
x11-bitstream,Warranty Disclaimer
x11-bitstream,GPL Compatible
x11-hanson,License Text in Source
x11-hanson,License Text in Documentation
x11-hanson,Warranty Disclaimer
x11-hanson,GPL Compatible
x11-dec1,License Text in Source
x11-dec1,License Text in Documentation
x11-dec1,No Use in Endorsements
x11-dec1,Warranty Disclaimer
x11-dec1,GPL Compatible
x11-dec2,License Text in Source
x11-dec2,License Text in Documentation
x11-dec2,No Use in Endorsements
x11-dec2,Warranty Disclaimer
x11-dec2,GPL Compatible
x11-dsc,License Text in Source
x11-dsc,License Text in Documentation
x11-dsc,No Use in Endorsements
x11-dsc,Warranty Disclaimer
x11-dsc,GPL Compatible
x11-fsf,License Text in Source
x11-fsf,License Text in Documentation
x11-fsf,No Use in Endorsements
x11-fsf,Warranty Disclaimer
x11-fsf,GPL Compatible
x11-ibm,License Text in Source
x11-ibm,License Text in Documentation
x11-ibm,No Use in Endorsements
x11-ibm,Source Redistribution
x11-ibm,Special Attribution Obligation
x11-ibm,Patent - Rights Impairment
x11-ibm,Warranty Disclaimer
x11-ibm,Exceptions
x11-keith-packard,License Text in Source
x11-keith-packard,License Text in Documentation
x11-keith-packard,No Use in Endorsements
x11-keith-packard,Warranty Disclaimer
x11-keith-packard,GPL Compatible
x11-lucent,License Text in Source
x11-lucent,License Text in Documentation
x11-lucent,Warranty Disclaimer
x11-lucent,GPL Compatible
x11-oar,License Text in Source
x11-oar,License Text in Documentation
x11-oar,Warranty Disclaimer
x11-oar,GPL Compatible
x11-opengroup,License Text in Source
x11-opengroup,License Text in Documentation
x11-opengroup,No Use in Endorsements
x11-opengroup,Warranty Disclaimer
x11-opengroup,GPL Compatible
x11-opengl,License Text in Source
x11-opengl,License Text in Documentation
x11-opengl,No Use in Endorsements
x11-opengl,Specification Constraints
x11-opengl,Warranty Disclaimer
x11-quarterdeck,License Text in Source
x11-quarterdeck,License Text in Documentation
x11-quarterdeck,No Use in Endorsements
x11-quarterdeck,Warranty Disclaimer
x11-quarterdeck,GPL Compatible
x11-realmode,License Text in Source
x11-realmode,License Text in Documentation
x11-realmode,No Use in Endorsements
x11-realmode,Warranty Disclaimer
x11-realmode,GPL Compatible
x11-sg,License Text in Source
x11-sg,License Text in Documentation
x11-sg,No Use in Endorsements
x11-sg,Warranty Disclaimer
x11-sg,GPL Compatible
x11-tektronix,License Text in Source
x11-tektronix,License Text in Documentation
x11-tektronix,Warranty Disclaimer
x11-tektronix,GPL Compatible
x11-tiff,License Text in Source
x11-tiff,License Text in Documentation
x11-tiff,No Use in Endorsements
x11-tiff,Warranty Disclaimer
x11-tiff,GPL Compatible
x11-xconsortium,License Text in Source
x11-xconsortium,License Text in Documentation
x11-xconsortium,No Use in Endorsements
x11-xconsortium,Warranty Disclaimer
x11-xconsortium,GPL Compatible
xfree86-1.0,License Text in Source
xfree86-1.0,License Text in Documentation
xfree86-1.0,No Use in Endorsements
xfree86-1.0,Warranty Disclaimer
xfree86-1.0,GPL Compatible
xfree86-1.1,License Text in Source
xfree86-1.1,License Text in Documentation
xfree86-1.1,Usage Notice in Documentation
xfree86-1.1,No Use in Endorsements
xfree86-1.1,Warranty Disclaimer
xfree86-1.1,GPL Compatible
xinetd,License Text in Source
xinetd,License Text in Documentation
xinetd,No Use in Endorsements
xinetd,Special Attribution Obligation
xinetd,Warranty Disclaimer
xming,Name Restriction
xming,Restricted Redistribution
xming,Restricted Modifications
xming,No License Change
xming,Export Controls
xming,Warranty Disclaimer
xmldb-1.0,License Text in Source
xmldb-1.0,License Text in Documentation
xmldb-1.0,Usage Notice in Documentation
xmldb-1.0,No Use in Endorsements
xmldb-1.0,Name Restriction
xmldb-1.0,Warranty Disclaimer
xskat,License Text in Source
xskat,Change Tracking in Source
xskat,Name Restriction
xskat,Warranty Disclaimer
xxd,License Text in Source
xxd,License Text in Documentation
xxd,Special Attribution Obligation
xxd,GPL Compatible
yahoo-messenger-eula,Non-Commercial Use Only
yahoo-messenger-eula,Name Restriction
yahoo-messenger-eula,Restricted Redistribution
yahoo-messenger-eula,Restricted Modifications
yahoo-messenger-eula,No License Change
yahoo-messenger-eula,Prohibited in Aircraft
yahoo-messenger-eula,Prohibited in Medical
yahoo-messenger-eula,Prohibited in Nuclear
yahoo-messenger-eula,Warranty Disclaimer
yahoo-messenger-eula,Indemnify Licensor
ypl-1.0,License Text in Source
ypl-1.0,License Text in Documentation
ypl-1.0,Usage Notice in Documentation
ypl-1.0,Source Redistribution
ypl-1.0,Change Tracking in Source
ypl-1.0,Patent - Rights Impairment
ypl-1.0,Warranty Disclaimer
ypl-1.0,GPL Compatible
ypl-1.1,License Text in Source
ypl-1.1,License Text in Documentation
ypl-1.1,Usage Notice in Documentation
ypl-1.1,Source Redistribution
ypl-1.1,Change Tracking in Source
ypl-1.1,Patent - Rights Impairment
ypl-1.1,Warranty Disclaimer
yensdesign,License Text in Source
yensdesign,GPL Compatible
zed,License Text in Source
zed,Name Restriction
zed,Warranty Disclaimer
zed,GPL Compatible
zend-2.0,License Text in Source
zend-2.0,License Text in Documentation
zend-2.0,Usage Notice in Documentation
zend-2.0,No Use in Endorsements
zend-2.0,Special Attribution Obligation
zend-2.0,Warranty Disclaimer
zimbra-1.3,License Text in Source
zimbra-1.3,License Text in Documentation
zimbra-1.3,Usage Notice in Documentation
zimbra-1.3,Source Redistribution
zimbra-1.3,Change Tracking in Source
zimbra-1.3,No License Change
zimbra-1.3,Patent - Rights Impairment
zimbra-1.3,Warranty Disclaimer
zlib,License Text in Source
zlib,Change Tracking in Source
zlib,Warranty Disclaimer
zlib,GPL Compatible
zlib-acknowledgement,License Text in Source
zlib-acknowledgement,Usage Notice in Documentation
zlib-acknowledgement,Change Tracking in Source
zlib-acknowledgement,Warranty Disclaimer
zlib-acknowledgement,GPL Compatible
zpl-1.1,License Text in Source
zpl-1.1,License Text in Documentation
zpl-1.1,Usage Notice in Documentation
zpl-1.1,No Use in Endorsements
zpl-1.1,Special Attribution Obligation
zpl-1.1,Warranty Disclaimer
zpl-2.0,License Text in Source
