key,requirements
libgeotiff,License Text in Source
libgeotiff,Warranty Disclaimer
libgeotiff,GPL Compatible
libmib,License Text in Source
libmib,Change Tracking in Source
libmib,Special Attribution Obligation
libmib,Name Restriction
libmib,Restricted Modifications
libmib,Warranty Disclaimer
libpng,License Text in Source
libpng,Change Tracking in Source
libpng,Warranty Disclaimer
libpng,GPL Compatible
libselinux-pd,Warranty Disclaimer
libselinux-pd,GPL Compatible
3pp-proprietary-06,Restricted Redistribution
3pp-proprietary-06,Export Controls
lilo,License Text in Source
lilo,License Text in Documentation
lilo,No Use in Endorsements
lilo,Warranty Disclaimer
lilo,GPL Compatible
linotype-eula,Restricted Redistribution
linotype-eula,Restricted Modifications
linotype-eula,No License Change
linum,License Text in Source
linum,Warranty Disclaimer
linum,GPL Compatible
linux-device-drivers,License Text in Source
linux-device-drivers,Warranty Disclaimer
linux-device-drivers,GPL Compatible
linuxbios,License Text in Source
linuxbios,Change Tracking in Source
linuxbios,Warranty Disclaimer
linuxbios,GPL Compatible
linuxhowtos,License Text in Source
linuxhowtos,Warranty Disclaimer
linuxhowtos,GPL Compatible
logica-1.0,License Text in Source
logica-1.0,License Text in Documentation
logica-1.0,Warranty Disclaimer
logica-1.0,GPL Compatible
lsi-proprietary-eula,License Text in Source
lsi-proprietary-eula,License Text in Documentation
lsi-proprietary-eula,Platform Deployment Restriction
lsi-proprietary-eula,Restricted Redistribution
lsi-proprietary-eula,Restricted Modifications
lsi-proprietary-eula,Export Controls
lsi-proprietary-eula,Warranty Disclaimer
lsi-proprietary-eula,Indemnify Licensor
lucent-pl-1.0,License Text in Source
lucent-pl-1.0,License Text in Documentation
lucent-pl-1.0,Usage Notice in Documentation
lucent-pl-1.0,Source Redistribution
lucent-pl-1.0,Change Tracking in Source
lucent-pl-1.0,Patent - Rights Impairment
lucent-pl-1.0,Patent - License Termination
lucent-pl-1.0,Warranty Disclaimer
lucent-pl-1.0,Indemnify Licensor
lucent-pl-1.0,Patent - Grant
lucent-pl-1.02,License Text in Source
lucent-pl-1.02,License Text in Documentation
lucent-pl-1.02,Usage Notice in Documentation
lucent-pl-1.02,Source Redistribution
lucent-pl-1.02,Change Tracking in Source
lucent-pl-1.02,Export Controls
lucent-pl-1.02,Patent - Rights Impairment
lucent-pl-1.02,Patent - License Termination
lucent-pl-1.02,Warranty Disclaimer
lucent-pl-1.02,Indemnify Licensor
lucent-pl-1.02,Patent - Grant
lyubinskiy-dropdown,License Text in Source
lyubinskiy-dropdown,Restricted Redistribution
lyubinskiy-dropdown,Warranty Disclaimer
lyubinskiy-popup-window,License Text in Source
lyubinskiy-popup-window,Restricted Redistribution
lyubinskiy-popup-window,Warranty Disclaimer
lzma-sdk-2006,License Text in Source
lzma-sdk-2006,License Text in Documentation
lzma-sdk-2006,Usage Notice in Documentation
lzma-sdk-2006,Source Redistribution
lzma-sdk-2006,Change Tracking in Source
lzma-sdk-2006,Patent - Rights Impairment
lzma-sdk-2006,Warranty Disclaimer
lzma-sdk-2006,GPL Compatible
lzma-sdk-2006,Exceptions
lzma-sdk-2008,License Text in Source
lzma-sdk-2008,License Text in Documentation
lzma-sdk-2008,Source Redistribution
lzma-sdk-2008,Change Tracking in Source
lzma-sdk-2008,Patent - Rights Impairment
lzma-sdk-2008,Patent - License Termination
lzma-sdk-2008,Warranty Disclaimer
lzma-sdk-2008,Exceptions
lzma-sdk-original,License Text in Source
lzma-sdk-original,License Text in Documentation
lzma-sdk-original,Source Redistribution
lzma-sdk-original,Change Tracking in Source
lzma-sdk-original,Patent - Rights Impairment
lzma-sdk-original,Patent - License Termination
lzma-sdk-original,Warranty Disclaimer
lzma-sdk-original,Exceptions
lzma-sdk-pd,GPL Compatible
bsd-no-mod,License Text in Source
bsd-no-mod,License Text in Documentation
bsd-no-mod,No Use in Endorsements
bsd-no-mod,Restricted Modifications
bsd-no-mod,Warranty Disclaimer
bsd-no-mod,Exceptions
makeindex,License Text in Source
makeindex,License Text in Documentation
makeindex,Source Redistribution
makeindex,Special Attribution Obligation
makeindex,No License Change
makeindex,Patent - Rights Impairment
makeindex,Warranty Disclaimer
martin-birgmeier,License Text in Source
martin-birgmeier,Warranty Disclaimer
martin-birgmeier,GPL Compatible
marvell-firmware,License Text in Documentation
marvell-firmware,No Use in Endorsements
marvell-firmware,Platform Deployment Restriction
marvell-firmware,Restricted Redistribution
marvell-firmware,Restricted Modifications
marvell-firmware,No License Change
marvell-firmware,Warranty Disclaimer
mtll,License Text in Source
mtll,License Text in Documentation
mtll,Usage Notice in Documentation
mtll,No Use in Endorsements
mtll,Special Attribution Obligation
mtll,Name Restriction
mtll,Warranty Disclaimer
mtll,Patent - Warning
mattkruse,License Text in Source
mattkruse,Restricted Redistribution
mattkruse,GPL Compatible
matthew-kwan,License Text in Source
matthew-kwan,License Text in Documentation
matthew-kwan,GPL Compatible
mediainfo-lib,License Text in Source
mediainfo-lib,License Text in Documentation
mediainfo-lib,Special Attribution Obligation
mediainfo-lib,Warranty Disclaimer
melange,License Text in Source
melange,License Text in Documentation
melange,Non-Commercial Use Only
melange,Warranty Disclaimer
mentalis,License Text in Source
mentalis,No Use in Endorsements
mentalis,Warranty Disclaimer
mentalis,GPL Compatible
metrolink-1.0,License Text in Source
metrolink-1.0,License Text in Documentation
metrolink-1.0,Source Redistribution
metrolink-1.0,Patent - Rights Impairment
metrolink-1.0,Warranty Disclaimer
mgopen-font-license,License Text in Source
mgopen-font-license,License Text in Documentation
mgopen-font-license,Name Restriction
mgopen-font-license,Restricted Redistribution
mgopen-font-license,Warranty Disclaimer
michael-barr,License Text in Source
michael-barr,Warranty Disclaimer
michael-barr,GPL Compatible
ms-net-framework-4-supplemental-terms,Platform Deployment Restriction
ms-net-framework-deployment,Platform Deployment Restriction
ms-net-framework-deployment,Restricted Redistribution
ms-net-framework-deployment,Restricted Modifications
ms-net-framework-deployment,Warranty Disclaimer
ms-net-library,License Text in Source
ms-net-library,No Use in Endorsements
ms-net-library,Restricted Redistribution
ms-net-library,Restricted Modifications
ms-net-library,Export Controls
ms-net-library,Warranty Disclaimer
ms-net-library,Indemnify Licensor
ms-asp-net-mvc3,License Text in Source
ms-asp-net-mvc3,No Use in Endorsements
ms-asp-net-mvc3,Platform Deployment Restriction
ms-asp-net-mvc3,Restricted Redistribution
ms-asp-net-mvc3,Restricted Modifications
ms-asp-net-mvc3,No License Change
ms-asp-net-mvc3,Warranty Disclaimer
ms-asp-net-mvc3,Indemnify Licensor
ms-asp-net-mvc4-extensions,License Text in Source
ms-asp-net-mvc4-extensions,Restricted Redistribution
ms-asp-net-mvc4-extensions,Restricted Modifications
ms-asp-net-mvc4-extensions,Export Controls
ms-asp-net-mvc4-extensions,Warranty Disclaimer
ms-asp-net-mvc4,License Text in Source
ms-asp-net-mvc4,No Use in Endorsements
ms-asp-net-mvc4,Platform Deployment Restriction
ms-asp-net-mvc4,Restricted Redistribution
ms-asp-net-mvc4,Restricted Modifications
ms-asp-net-mvc4,No License Change
ms-asp-net-mvc4,Export Controls
ms-asp-net-mvc4,Warranty Disclaimer
ms-asp-net-mvc4,Indemnify Licensor
ms-asp-net-software,License Text in Source
ms-asp-net-software,No Use in Endorsements
ms-asp-net-software,Platform Deployment Restriction
ms-asp-net-software,Restricted Redistribution
ms-asp-net-software,Restricted Modifications
ms-asp-net-software,Export Controls
ms-asp-net-software,Warranty Disclaimer
ms-asp-net-software,Indemnify Licensor
ms-asp-net-tools-pre-release,License Text in Source
ms-asp-net-tools-pre-release,No Use in Endorsements
ms-asp-net-tools-pre-release,Platform Deployment Restriction
ms-asp-net-tools-pre-release,Restricted Redistribution
ms-asp-net-tools-pre-release,Restricted Modifications
ms-asp-net-tools-pre-release,No License Change
ms-asp-net-tools-pre-release,Prohibited in Aircraft
ms-asp-net-tools-pre-release,Prohibited in Medical
ms-asp-net-tools-pre-release,Prohibited in Nuclear
ms-asp-net-tools-pre-release,Export Controls
ms-asp-net-tools-pre-release,Warranty Disclaimer
ms-asp-net-tools-pre-release,Indemnify Licensor
ms-asp-net-web-optimization-framework,License Text in Source
ms-asp-net-web-optimization-framework,No Use in Endorsements
ms-asp-net-web-optimization-framework,Platform Deployment Restriction
ms-asp-net-web-optimization-framework,Restricted Redistribution
ms-asp-net-web-optimization-framework,Restricted Modifications
ms-asp-net-web-optimization-framework,No License Change
ms-asp-net-web-optimization-framework,Export Controls
ms-asp-net-web-optimization-framework,Warranty Disclaimer
ms-asp-net-web-optimization-framework,Indemnify Licensor
ms-asp-net-web-pages-2,License Text in Source
ms-asp-net-web-pages-2,No Use in Endorsements
ms-asp-net-web-pages-2,Platform Deployment Restriction
ms-asp-net-web-pages-2,Restricted Redistribution
ms-asp-net-web-pages-2,Restricted Modifications
ms-asp-net-web-pages-2,Export Controls
ms-asp-net-web-pages-2,Warranty Disclaimer
ms-asp-net-web-pages-2,Indemnify Licensor
ms-capicom,Platform Deployment Restriction
ms-capicom,Restricted Modifications
ms-capicom,No License Change
ms-capicom,Warranty Disclaimer
ms-developer-services-agreement,License Text in Source
ms-developer-services-agreement,Platform Deployment Restriction
ms-developer-services-agreement,Restricted Redistribution
ms-developer-services-agreement,Restricted Modifications
ms-developer-services-agreement,Prohibited in Nuclear
ms-developer-services-agreement,Warranty Disclaimer
ms-directx-sdk-eula,License Text in Source
ms-directx-sdk-eula,License Text in Documentation
ms-directx-sdk-eula,Platform Deployment Restriction
ms-directx-sdk-eula,Restricted Redistribution
ms-directx-sdk-eula,Restricted Modifications
ms-directx-sdk-eula,Warranty Disclaimer
ms-directx-sdk-eula,Indemnify Licensor
microsoft-enterprise-library-eula,License Text in Source
microsoft-enterprise-library-eula,Change Tracking in Source
microsoft-enterprise-library-eula,Platform Deployment Restriction
microsoft-enterprise-library-eula,No License Change
microsoft-enterprise-library-eula,Specification Constraints
microsoft-enterprise-library-eula,Export Controls
microsoft-enterprise-library-eula,Warranty Disclaimer
microsoft-enterprise-library-eula,Indemnify Licensor
ms-entity-framework-4.1,License Text in Source
ms-entity-framework-4.1,No Use in Endorsements
ms-entity-framework-4.1,Platform Deployment Restriction
ms-entity-framework-4.1,Restricted Redistribution
ms-entity-framework-4.1,Restricted Modifications
ms-entity-framework-4.1,Indemnify Licensor
ms-eula-win-script-host,Special Attribution Obligation
ms-eula-win-script-host,Restricted Redistribution
ms-eula-win-script-host,Restricted Modifications
ms-eula-win-script-host,Export Controls
ms-eula-win-script-host,Warranty Disclaimer
ms-eula-win-script-host,Indemnify Licensor
ms-exchange-server-2010-sp2-sdk,Platform Deployment Restriction
ms-exchange-server-2010-sp2-sdk,Restricted Redistribution
ms-exchange-server-2010-sp2-sdk,Restricted Modifications
ms-exchange-server-2010-sp2-sdk,Export Controls
ms-exchange-server-2010-sp2-sdk,Warranty Disclaimer
ms-exchange-server-2010-sp2-sdk,Indemnify Licensor
ms-invisible-eula-1.0,License Text in Source
ms-invisible-eula-1.0,Non-Commercial Use Only
ms-invisible-eula-1.0,Restricted Redistribution
ms-invisible-eula-1.0,No License Change
ms-invisible-eula-1.0,Patent - License Termination
ms-invisible-eula-1.0,Warranty Disclaimer
ms-jdbc-driver-40-sql-server,Restricted Redistribution
ms-jdbc-driver-40-sql-server,Restricted Modifications
ms-jdbc-driver-40-sql-server,Export Controls
ms-jdbc-driver-40-sql-server,Warranty Disclaimer
ms-jdbc-driver-41-sql-server,Restricted Redistribution
ms-jdbc-driver-41-sql-server,Restricted Modifications
ms-jdbc-driver-41-sql-server,Export Controls
ms-jdbc-driver-41-sql-server,Warranty Disclaimer
ms-lpl,License Text in Source
ms-lpl,License Text in Documentation
ms-lpl,No Use in Endorsements
ms-lpl,Platform Deployment Restriction
ms-lpl,Restricted Redistribution
ms-lpl,No License Change
ms-lpl,Patent - Rights Impairment
ms-lpl,Patent - License Termination
ms-lpl,Warranty Disclaimer
ms-lpl,Patent - Grant
ms-limited-public,License Text in Source
ms-limited-public,License Text in Documentation
ms-limited-public,Platform Deployment Restriction
ms-limited-public,Patent - License Termination
ms-limited-public,Warranty Disclaimer
ms-limited-public,Indemnify Licensor
ms-limited-public,Patent - Grant
ms-msn-webgrease,License Text in Source
ms-msn-webgrease,No Use in Endorsements
ms-msn-webgrease,Platform Deployment Restriction
ms-msn-webgrease,Restricted Redistribution
ms-msn-webgrease,Restricted Modifications
ms-msn-webgrease,Warranty Disclaimer
ms-msn-webgrease,Indemnify Licensor
ms-nt-resource-kit,Platform Deployment Restriction
ms-nt-resource-kit,Restricted Redistribution
ms-nt-resource-kit,Restricted Modifications
ms-nt-resource-kit,Prohibited in Aircraft
ms-nt-resource-kit,Prohibited in Medical
ms-nt-resource-kit,Prohibited in Nuclear
ms-nt-resource-kit,Export Controls
ms-nt-resource-kit,Warranty Disclaimer
ms-nuget-package-manager,License Text in Source
ms-nuget-package-manager,Restricted Redistribution
ms-nuget-package-manager,Restricted Modifications
ms-nuget-package-manager,No License Change
ms-nuget-package-manager,Warranty Disclaimer
ms-office-system-programs-eula,No Use in Endorsements
ms-office-system-programs-eula,Restricted Redistribution
ms-office-system-programs-eula,Restricted Modifications
ms-office-system-programs-eula,No License Change
ms-office-system-programs-eula,Warranty Disclaimer
ms-office-system-programs-eula,Indemnify Licensor
msppl,License Text in Source
msppl,Platform Deployment Restriction
msppl,Restricted Modifications
msppl,Warranty Disclaimer
ms-platform-sdk,License Text in Source
ms-platform-sdk,License Text in Documentation
ms-platform-sdk,Usage Notice in Documentation
ms-platform-sdk,Platform Deployment Restriction
ms-platform-sdk,Restricted Redistribution
ms-platform-sdk,Specification Constraints
ms-platform-sdk,Export Controls
ms-platform-sdk,Warranty Disclaimer
ms-platform-sdk,Indemnify Licensor
ms-pl,License Text in Source
ms-pl,License Text in Documentation
ms-pl,Patent - License Termination
ms-pl,Warranty Disclaimer
ms-pl,Patent - Grant
ms-reactive-extensions-eula,License Text in Source
ms-reactive-extensions-eula,No Use in Endorsements
ms-reactive-extensions-eula,Restricted Redistribution
ms-reactive-extensions-eula,Restricted Modifications
ms-reactive-extensions-eula,Export Controls
ms-reactive-extensions-eula,Warranty Disclaimer
ms-reactive-extensions-eula,Indemnify Licensor
ms-rl,License Text in Source
ms-rl,License Text in Documentation
ms-rl,Usage Notice in Documentation
ms-rl,Source Redistribution
ms-rl,Change Tracking in Source
ms-rl,Restricted Redistribution
ms-rl,No License Change
ms-rl,Patent - Rights Impairment
ms-rl,Patent - License Termination
ms-rl,Warranty Disclaimer
ms-rl,Patent - Grant
ms-rsl,Restricted Redistribution
ms-rsl,Patent - License Termination
ms-rsl,Warranty Disclaimer
ms-rsl,Patent - Grant
ms-remote-ndis-usb-kit,License Text in Source
ms-remote-ndis-usb-kit,Platform Deployment Restriction
ms-remote-ndis-usb-kit,Restricted Redistribution
ms-remote-ndis-usb-kit,Restricted Modifications
ms-remote-ndis-usb-kit,Export Controls
ms-remote-ndis-usb-kit,Warranty Disclaimer
ms-remote-ndis-usb-kit,Indemnify Licensor
ms-research-shared-source,License Text in Source
ms-research-shared-source,Change Tracking in Source
ms-research-shared-source,Change Tracking in Documentation
ms-research-shared-source,Non-Commercial Use Only
ms-research-shared-source,Restricted Redistribution
ms-research-shared-source,Restricted Modifications
ms-research-shared-source,No License Change
ms-research-shared-source,Export Controls
ms-research-shared-source,Patent - License Termination
ms-research-shared-source,Warranty Disclaimer
ms-research-shared-source,Patent - Warning
ms-silverlight-3,License Text in Source
ms-silverlight-3,No Use in Endorsements
ms-silverlight-3,Restricted Redistribution
ms-silverlight-3,Restricted Modifications
ms-silverlight-3,Warranty Disclaimer
ms-silverlight-3,Indemnify Licensor
ms-sql-server-compact-4.0,License Text in Source
ms-sql-server-compact-4.0,No Use in Endorsements
ms-sql-server-compact-4.0,Platform Deployment Restriction
ms-sql-server-compact-4.0,Restricted Redistribution
ms-sql-server-compact-4.0,Restricted Modifications
ms-sql-server-compact-4.0,No License Change
ms-sql-server-compact-4.0,Export Controls
ms-sql-server-compact-4.0,Warranty Disclaimer
ms-sql-server-compact-4.0,Indemnify Licensor
msj-sample-code,License Text in Source
msj-sample-code,License Text in Documentation
msj-sample-code,No Use in Endorsements
msj-sample-code,Restricted Redistribution
msj-sample-code,Warranty Disclaimer
msj-sample-code,Indemnify Licensor
ms-ttf-eula,License Text in Source
ms-ttf-eula,License Text in Documentation
ms-ttf-eula,Usage Notice in Documentation
ms-ttf-eula,Name Restriction
ms-ttf-eula,Restricted Redistribution
ms-ttf-eula,Restricted Modifications
ms-ttf-eula,Warranty Disclaimer
ms-visual-2008-runtime,Platform Deployment Restriction
ms-visual-2008-runtime,Restricted Redistribution
ms-visual-2008-runtime,Restricted Modifications
ms-visual-2008-runtime,No License Change
ms-visual-2008-runtime,Export Controls
ms-visual-2008-runtime,Warranty Disclaimer
ms-visual-2010-runtime,Restricted Redistribution
ms-visual-2010-runtime,Restricted Modifications
ms-visual-2010-runtime,No License Change
ms-visual-2010-runtime,Export Controls
ms-visual-2010-runtime,Warranty Disclaimer
ms-web-developer-tools-1.0,License Text in Source
ms-web-developer-tools-1.0,No Use in Endorsements
ms-web-developer-tools-1.0,Platform Deployment Restriction
ms-web-developer-tools-1.0,Restricted Redistribution
ms-web-developer-tools-1.0,Restricted Modifications
ms-web-developer-tools-1.0,No License Change
ms-web-developer-tools-1.0,Export Controls
ms-web-developer-tools-1.0,Warranty Disclaimer
ms-web-developer-tools-1.0,Indemnify Licensor
wince-50-shared-source,License Text in Source
wince-50-shared-source,License Text in Documentation
wince-50-shared-source,Platform Deployment Restriction
wince-50-shared-source,Restricted Redistribution
wince-50-shared-source,No License Change
wince-50-shared-source,Patent - Rights Impairment
wince-50-shared-source,Patent - License Termination
wince-50-shared-source,Warranty Disclaimer
wince-50-shared-source,Indemnify Licensor
wince-50-shared-source,Patent - Warning
ms-windows-driver-kit,License Text in Source
ms-windows-driver-kit,No Use in Endorsements
ms-windows-driver-kit,Special Attribution Obligation
ms-windows-driver-kit,Platform Deployment Restriction
ms-windows-driver-kit,Restricted Redistribution
ms-windows-driver-kit,Export Controls
ms-windows-driver-kit,Warranty Disclaimer
ms-windows-driver-kit,Indemnify Licensor
ms-windows-identity-foundation,License Text in Source
ms-windows-identity-foundation,No Use in Endorsements
ms-windows-identity-foundation,Platform Deployment Restriction
ms-windows-identity-foundation,Restricted Redistribution
ms-windows-identity-foundation,Restricted Modifications
ms-windows-identity-foundation,No License Change
ms-windows-identity-foundation,Warranty Disclaimer
ms-windows-identity-foundation,Indemnify Licensor
microsoft-windows-rally-devkit,License Text in Source
microsoft-windows-rally-devkit,No Use in Endorsements
microsoft-windows-rally-devkit,Restricted Redistribution
microsoft-windows-rally-devkit,Restricted Modifications
microsoft-windows-rally-devkit,Export Controls
microsoft-windows-rally-devkit,Patent - Rights Impairment
microsoft-windows-rally-devkit,Warranty Disclaimer
microsoft-windows-rally-devkit,Indemnify Licensor
ms-windows-sdk-win7-net-4,License Text in Documentation
ms-windows-sdk-win7-net-4,Usage Notice in Documentation
ms-windows-sdk-win7-net-4,No Use in Endorsements
ms-windows-sdk-win7-net-4,Special Attribution Obligation
ms-windows-sdk-win7-net-4,Platform Deployment Restriction
ms-windows-sdk-win7-net-4,Restricted Redistribution
ms-windows-sdk-win7-net-4,No License Change
ms-windows-sdk-win7-net-4,Export Controls
ms-windows-sdk-win7-net-4,Warranty Disclaimer
ms-windows-sdk-win7-net-4,Indemnify Licensor
ms-windows-sdk-server-2008-net-3.5,License Text in Source
ms-windows-sdk-server-2008-net-3.5,License Text in Documentation
ms-windows-sdk-server-2008-net-3.5,Usage Notice in Documentation
ms-windows-sdk-server-2008-net-3.5,No Use in Endorsements
ms-windows-sdk-server-2008-net-3.5,Platform Deployment Restriction
ms-windows-sdk-server-2008-net-3.5,Restricted Redistribution
ms-windows-sdk-server-2008-net-3.5,Restricted Modifications
ms-windows-sdk-server-2008-net-3.5,No License Change
ms-windows-sdk-server-2008-net-3.5,Export Controls
ms-windows-sdk-server-2008-net-3.5,Warranty Disclaimer
ms-windows-sdk-server-2008-net-3.5,Indemnify Licensor
ms-windows-server-2003-ddk,License Text in Source
ms-windows-server-2003-ddk,No Use in Endorsements
ms-windows-server-2003-ddk,Platform Deployment Restriction
ms-windows-server-2003-ddk,Restricted Redistribution
ms-windows-server-2003-ddk,Export Controls
ms-windows-server-2003-ddk,Warranty Disclaimer
ms-windows-server-2003-ddk,Indemnify Licensor
ms-windows-server-2003-sdk,License Text in Source
ms-windows-server-2003-sdk,Usage Notice in Documentation
ms-windows-server-2003-sdk,No Use in Endorsements
ms-windows-server-2003-sdk,Platform Deployment Restriction
ms-windows-server-2003-sdk,Restricted Redistribution
ms-windows-server-2003-sdk,Specification Constraints
ms-windows-server-2003-sdk,Export Controls
ms-windows-server-2003-sdk,Warranty Disclaimer
ms-windows-server-2003-sdk,Indemnify Licensor
ms-ws-routing-spec,License Text in Source
ms-ws-routing-spec,Warranty Disclaimer
ms-ws-routing-spec,GPL Compatible
ms-xml-core-4.0,License Text in Source
ms-xml-core-4.0,No Use in Endorsements
ms-xml-core-4.0,Restricted Redistribution
ms-xml-core-4.0,Restricted Modifications
ms-xml-core-4.0,Export Controls
ms-xml-core-4.0,Warranty Disclaimer
ms-xml-core-4.0,Indemnify Licensor
mike95,License Text in Source
mike95,Change Tracking in Source
mike95,Non-Commercial Use Only
mini-xml,License Text in Source
mini-xml,License Text in Documentation
mini-xml,Usage Notice in Documentation
mini-xml,Source Redistribution
mini-xml,Change Tracking in Source
mini-xml,Patent - Rights Impairment
mini-xml,Warranty Disclaimer
mini-xml,GPL Compatible
mini-xml,Exceptions
minpack,License Text in Source
minpack,License Text in Documentation
minpack,Usage Notice in Documentation
minpack,Warranty Disclaimer
mir-os,License Text in Source
mir-os,License Text in Documentation
mir-os,Warranty Disclaimer
mir-os,GPL Compatible
mit-ack,License Text in Source
mit-ack,License Text in Documentation
mit-ack,Usage Notice in Documentation
mit-ack,Warranty Disclaimer
mit-ack,GPL Compatible
mit-addition,License Text in Source
mit-addition,License Text in Documentation
mit-addition,Warranty Disclaimer
mit-addition,GPL Compatible
mit,License Text in Source
mit,License Text in Documentation
mit,Warranty Disclaimer
mit,GPL Compatible
mit-license-1998,License Text in Source
mit-license-1998,License Text in Documentation
mit-license-1998,No Use in Endorsements
mit-license-1998,Warranty Disclaimer
mit-license-1998,GPL Compatible
mit-modern,License Text in Source
mit-modern,License Text in Documentation
mit-modern,Warranty Disclaimer
mit-modern,GPL Compatible
mit-old-style,License Text in Source
mit-old-style,License Text in Documentation
mit-old-style,Warranty Disclaimer
mit-old-style,GPL Compatible
mit-old-style-no-advert,License Text in Source
mit-old-style-no-advert,License Text in Documentation
mit-old-style-no-advert,No Use in Endorsements
mit-old-style-no-advert,Warranty Disclaimer
mit-old-style-no-advert,GPL Compatible
mit-open-group,License Text in Source
mit-open-group,License Text in Documentation
mit-open-group,GPL Compatible
mit-taylor-variant,License Text in Source
mit-taylor-variant,License Text in Documentation
mit-taylor-variant,Warranty Disclaimer
mit-taylor-variant,GPL Compatible
mit-export-control,License Text in Source
mit-export-control,License Text in Documentation
mit-export-control,Export Controls
mit-export-control,Warranty Disclaimer
mit-export-control,GPL Compatible
mit-with-modification-obligations,License Text in Source
mit-with-modification-obligations,License Text in Documentation
mit-with-modification-obligations,No Use in Endorsements
mit-with-modification-obligations,Special Attribution Obligation
mit-with-modification-obligations,Export Controls
mit-with-modification-obligations,Warranty Disclaimer
mit-with-modification-obligations,GPL Compatible
mit-no-false-attribs,License Text in Source
mit-no-false-attribs,License Text in Documentation
mit-no-false-attribs,Name Restriction
mit-no-false-attribs,Warranty Disclaimer
mod-dav-1.0,License Text in Source
mod-dav-1.0,License Text in Documentation
mod-dav-1.0,Usage Notice in Documentation
mod-dav-1.0,No Use in Endorsements
mod-dav-1.0,Name Restriction
mod-dav-1.0,Warranty Disclaimer
mod-dav-1.0,GPL Compatible
monetdb-1.1,License Text in Source
monetdb-1.1,License Text in Documentation
monetdb-1.1,Source Redistribution
monetdb-1.1,Change Tracking in Source
monetdb-1.1,No License Change
monetdb-1.1,Patent - Rights Impairment
monetdb-1.1,Warranty Disclaimer
monetdb-1.1,Indemnify Licensor
monetdb-1.1,GPL Compatible
motorola,License Text in Source
motorola,Change Tracking in Source
motorola,Warranty Disclaimer
motorola,GPL Compatible
motosoto-0.9.1,License Text in Source
motosoto-0.9.1,License Text in Documentation
motosoto-0.9.1,Source Redistribution
motosoto-0.9.1,Change Tracking in Source
motosoto-0.9.1,No License Change
motosoto-0.9.1,Patent - Rights Impairment
motosoto-0.9.1,Patent - License Termination
motosoto-0.9.1,Warranty Disclaimer
motosoto-0.9.1,Indemnify Licensor
motosoto-0.9.1,Patent - Grant
motosoto-0.9.1,Exceptions
mozilla-gc,License Text in Source
mozilla-gc,License Text in Documentation
mozilla-gc,Warranty Disclaimer
mozilla-gc,GPL Compatible
mpl-1.0,License Text in Source
mpl-1.0,License Text in Documentation
mpl-1.0,Source Redistribution
mpl-1.0,Change Tracking in Source
mpl-1.0,Patent - Rights Impairment
mpl-1.0,Warranty Disclaimer
mpl-1.0,Indemnify Licensor
mpl-1.0,Patent - Grant
mpl-1.1,License Text in Source
mpl-1.1,License Text in Documentation
mpl-1.1,Source Redistribution
mpl-1.1,Change Tracking in Source
mpl-1.1,Patent - Rights Impairment
mpl-1.1,Patent - License Termination
mpl-1.1,Warranty Disclaimer
mpl-1.1,Indemnify Licensor
mpl-1.1,Patent - Warning
mpl-2.0,License Text in Source
mpl-2.0,License Text in Documentation
mpl-2.0,Source Redistribution
mpl-2.0,Change Tracking in Source
mpl-2.0,No License Change
mpl-2.0,Patent - Rights Impairment
mpl-2.0,Patent - License Termination
mpl-2.0,Warranty Disclaimer
mpl-2.0,Indemnify Licensor
mpl-2.0,Patent - Grant
mpl-2.0,Patent - Warning
mpl-2.0,GPL Compatible
mpl-2.0-no-copyleft-exception,License Text in Source
mpl-2.0-no-copyleft-exception,License Text in Documentation
mpl-2.0-no-copyleft-exception,Source Redistribution
mpl-2.0-no-copyleft-exception,Change Tracking in Source
mpl-2.0-no-copyleft-exception,No License Change
mpl-2.0-no-copyleft-exception,Patent - Rights Impairment
mpl-2.0-no-copyleft-exception,Warranty Disclaimer
mpl-2.0-no-copyleft-exception,Exceptions
mpeg-ssg,License Text in Source
mpeg-ssg,Warranty Disclaimer
mpeg-ssg,Patent - Warning
mpeg-ssg,GPL Compatible
mpeg-iso,License Text in Source
mpeg-iso,Specification Constraints
mpeg-iso,Warranty Disclaimer
mpeg-iso,Patent - Warning
mpeg-7,License Text in Source
mpeg-7,Platform Deployment Restriction
mpeg-7,Restricted Redistribution
mpeg-7,Restricted Modifications
mpeg-7,Specification Constraints
mpeg-7,Warranty Disclaimer
mpeg-7,Patent - Warning
mpich,License Text in Source
mpich,Warranty Disclaimer
mpich,GPL Compatible
ms-entity-framework-5,License Text in Source
ms-entity-framework-5,No Use in Endorsements
ms-entity-framework-5,Platform Deployment Restriction
ms-entity-framework-5,Restricted Redistribution
ms-entity-framework-5,Restricted Modifications
ms-entity-framework-5,Indemnify Licensor
ms-ilmerge,Restricted Redistribution
ms-ilmerge,Restricted Modifications
ms-ilmerge,No License Change
ms-ilmerge,Warranty Disclaimer
msntp,License Text in Source
msntp,License Text in Documentation
msntp,Usage Notice in Documentation
msntp,No Use in Endorsements
msntp,Source Redistribution
msntp,Warranty Disclaimer
msntp,GPL Compatible
mulle-kybernetik,License Text in Source
mulle-kybernetik,License Text in Documentation
mulle-kybernetik,Usage Notice in Documentation
mulle-kybernetik,Usage Notice in Advertisement
mulle-kybernetik,Special Attribution Obligation
mulle-kybernetik,Warranty Disclaimer
mulle-kybernetik,GPL Compatible
multics,License Text in Source
multics,License Text in Documentation
